file_name,semantic_similarity,min_similarity,max_similarity,std_similarity,num_responses
question_169_variants.json,0.8116707476702604,0.5598187446594238,0.836855947971344,0.07964259627898276,11
question_359_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
question_270_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_204_variants.json,0.1770035529678518,0.17308832705020905,0.21615581214427948,0.012381031453873963,11
question_225_variants.json,0.06752467155456543,0.06752467155456543,0.06752467155456543,0.0,11
question_323_variants.json,0.8788615356792103,0.7334952354431152,1.0000001192092896,0.1327006695672964,11
question_310_variants.json,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,11
question_96_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_276_variants.json,0.6238214752890847,0.6049202084541321,0.8128341436386108,0.059771053861052144,11
question_116_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_100_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_48_variants.json,0.11939602819356052,0.10108113288879395,0.12986168265342712,0.013844759504170532,11
question_167_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
question_187_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_206_variants.json,0.6137873787771572,0.07871727645397186,0.8128341436386108,0.192048584092752,11
question_182_variants.json,0.9273169690912421,0.7334952354431152,1.0000001192092896,0.11869108712488492,11
question_367_variants.json,0.0894111916422844,0.0894111916422844,0.0894111916422844,0.0,11
question_217_variants.json,0.7577229521491311,0.7334952354431152,1.0000001192092896,0.07661476729632216,11
question_177_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_265_variants.json,0.7577229521491311,0.7334952354431152,1.0000001192092896,0.07661476729632215,11
question_329_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_266_variants.json,0.7864855473691766,0.5598187446594238,0.836855947971344,0.10685175551062637,11
question_168_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
question_232_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
question_137_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_277_variants.json,0.6238214752890847,0.6049202084541321,0.8128341436386108,0.059771053861052144,11
question_119_variants.json,0.6238214752890847,0.6049202084541321,0.8128341436386108,0.05977105386105214,11
question_297_variants.json,0.10982615500688553,0.10982615500688553,0.10982615500688553,0.0,11
question_74_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
question_259_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_197_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
question_247_variants.json,0.04760388284921646,0.04760388284921646,0.04760388284921646,0.0,11
question_6_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
question_127_variants.json,0.8116707476702604,0.5598187446594238,0.836855947971344,0.07964259627898276,11
question_371_variants.json,0.6238214752890847,0.6049202084541321,0.8128341436386108,0.059771053861052144,11
question_312_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_196_variants.json,0.761300347068093,0.5598187446594238,0.836855947971344,0.12338177961488843,11
question_237_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_19_variants.json,0.6238214752890847,0.6049202084541321,0.8128341436386108,0.059771053861052144,11
question_126_variants.json,0.685744746164842,0.5598187446594238,0.836855947971344,0.13794502320189417,11
question_152_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_40_variants.json,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,11
question_21_variants.json,0.6049202084541321,0.6049202084541321,0.6049202084541321,0.0,11
question_185_variants.json,0.836855947971344,0.836855947971344,0.836855947971344,0.0,11
question_215_variants.json,0.1943095326423645,0.1943095326423645,0.1943095326423645,0.0,11
question_308_variants.json,0.10097020119428635,0.10097020119428635,0.10097020119428635,0.0,11
question_73_variants.json,0.09497514841231433,0.08039958029985428,0.12048239260911942,0.019281664221526208,11
question_178_variants.json,0.6238214752890847,0.6049202084541321,0.8128341436386108,0.05977105386105214,11
question_150_variants.json,0.6238214752890847,0.6049202084541321,0.8128341436386108,0.059771053861052144,11
question_219_variants.json,0.6427227421240373,0.6049202084541321,0.8128341436386108,0.08019128371206832,11
question_392_variants.json,0.6028456633741205,0.1662723422050476,0.8128341436386108,0.1592085591413428,11
question_264_variants.json,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,11
question_70_variants.json,0.16795858605341477,0.16556276381015778,0.1919168084859848,0.007576255157586112,11
question_95_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
question_376_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
question_1_variants.json,0.7334952354431152,0.7334952354431152,0.7334952354431152,0.0,11
