file_name,posix_score,status
question_100_variants_results.json,0.315729629741183,success
question_101_variants_results.json,0.34504999139120485,success
question_102_variants_results.json,0.40387492573517575,success
question_103_variants_results.json,0.39662983649302924,success
question_104_variants_results.json,0.22774014652199862,success
question_105_variants_results.json,0.3496808497553722,success
question_106_variants_results.json,0.37319128718767436,success
question_107_variants_results.json,0.4390954271009436,success
question_108_variants_results.json,0.434030508462081,success
question_109_variants_results.json,0.42134405372435424,success
question_10_variants_results.json,0.3245601703900671,success
question_110_variants_results.json,0.3568694619192296,success
question_111_variants_results.json,0.3367709714127929,success
question_112_variants_results.json,0.3039651113863498,success
question_113_variants_results.json,0.38354775186405865,success
question_114_variants_results.json,0.5019747802585007,success
question_115_variants_results.json,0.35563915612541463,success
question_116_variants_results.json,0.38163822590677143,success
question_117_variants_results.json,0.35676896957296445,success
question_118_variants_results.json,0.363047170137133,success
question_119_variants_results.json,0.3522791140007122,success
question_11_variants_results.json,0.47832594111590554,success
question_120_variants_results.json,0.4416953484128679,success
question_121_variants_results.json,0.29593847139832025,success
question_122_variants_results.json,0.30112263368119063,success
question_123_variants_results.json,0.34368340881080106,success
question_124_variants_results.json,0.29731000317897677,success
question_125_variants_results.json,0.4026947235497315,success
question_126_variants_results.json,0.34261461164984885,success
question_127_variants_results.json,0.4759623209475012,success
question_128_variants_results.json,0.2314478572934569,success
question_129_variants_results.json,0.43930869581965554,success
question_12_variants_results.json,0.3314670552356043,success
question_130_variants_results.json,0.1935238407507853,success
question_131_variants_results.json,0.43968213512310667,success
question_132_variants_results.json,0.3489445186424322,success
question_133_variants_results.json,0.6251080433951478,success
question_134_variants_results.json,0.3748038177208177,success
question_135_variants_results.json,0.44009223655228374,success
question_136_variants_results.json,0.2958851794559532,success
question_137_variants_results.json,0.3579329002154828,success
question_138_variants_results.json,0.36064465325475237,success
question_139_variants_results.json,0.3218537135257096,success
question_13_variants_results.json,0.3278791469934513,success
question_140_variants_results.json,0.4102024407156219,success
question_141_variants_results.json,0.29789999869274064,success
question_142_variants_results.json,0.4240064452659413,success
question_143_variants_results.json,0.3594830303807158,success
question_144_variants_results.json,0.4117032213836696,success
question_145_variants_results.json,0.35165906210066794,success
question_146_variants_results.json,0.43745367241327554,success
question_147_variants_results.json,0.3489406648556733,success
question_148_variants_results.json,0.3454148605607191,success
question_149_variants_results.json,0.4267219851748389,success
