file_name,posix_score,status,error
question_100_variants.json,0.3020793125903074,success,
question_101_variants.json,0.318375070593275,success,
question_102_variants.json,0.3311857825725402,success,
question_103_variants.json,0.3306136913770656,success,
question_104_variants.json,0.32239104634962784,success,
question_105_variants.json,0.29303263063666385,success,
question_106_variants.json,0.2816582416247728,success,
question_107_variants.json,0.3215309982199159,success,
question_108_variants.json,0.2993338515173713,success,
question_109_variants.json,0.28456396173071125,success,
question_10_variants.json,0.3015773889706704,success,
question_110_variants.json,0.2894687899435787,success,
question_111_variants.json,0.2865895652856275,success,
question_112_variants.json,0.3393245238617376,success,
question_113_variants.json,0.26642475932376397,success,
question_114_variants.json,0.2590562665718587,success,
question_115_variants.json,0.32619586964655173,success,
question_116_variants.json,0.298296808730913,success,
question_117_variants.json,0.3111787916229028,success,
question_118_variants.json,0.32349438141608655,success,
question_119_variants.json,0.30348772114169964,success,
question_11_variants.json,0.2872285000521975,success,
question_120_variants.json,0.368701123283287,success,
question_121_variants.json,0.3493629574315633,success,
question_122_variants.json,0.32309001081171157,success,
question_123_variants.json,0.30439540136754406,success,
question_124_variants.json,0.3372567997580049,success,
question_125_variants.json,0.3200774428136266,success,
question_126_variants.json,0.35737390250249684,success,
question_127_variants.json,0.31503867601478336,success,
question_128_variants.json,0.36638285098193984,success,
question_129_variants.json,0.23627683820558035,success,
question_12_variants.json,0.29941663994082346,success,
question_130_variants.json,0.30427334610200496,success,
question_131_variants.json,0.3122417165162476,success,
question_132_variants.json,0.36981539153630244,success,
question_133_variants.json,0.4029365602425815,success,
question_134_variants.json,0.33836014028123007,success,
question_135_variants.json,0.34264271792924655,success,
question_136_variants.json,0.33432218665586566,success,
question_137_variants.json,0.3149722481000409,success,
question_138_variants.json,0.28679613605985277,success,
question_139_variants.json,0.30632710871660424,success,
question_13_variants.json,0.3689839475308842,success,
question_140_variants.json,0.3208399388174317,success,
question_141_variants.json,0.2974133908818099,success,
question_142_variants.json,0.3532552515545762,success,
question_143_variants.json,0.3057467057289823,success,
question_144_variants.json,0.3202255542667357,success,
question_145_variants.json,0.3052613135693333,success,
question_146_variants.json,0.2773925309983975,success,
question_147_variants.json,0.3429702192834684,success,
question_148_variants.json,0.30286702250813546,success,
question_149_variants.json,0.34300681998438315,success,
question_14_variants.json,0.3028487871632669,success,
question_150_variants.json,0.310963617049231,success,
question_151_variants.json,0.2874541032071373,success,
question_152_variants.json,0.33335334305754527,success,
question_153_variants.json,0.3278277084025858,success,
question_154_variants.json,0.32849721830148787,success,
question_155_variants.json,0.30266753315111333,success,
question_156_variants.json,0.27150704503297823,success,
question_157_variants.json,0.32452246366549503,success,
question_158_variants.json,0.2433886032761724,success,
question_159_variants.json,0.30546649210472676,success,
question_15_variants.json,0.3220825046740209,success,
question_160_variants.json,0.28663017526575263,success,
question_161_variants.json,0.31465767685608387,success,
question_162_variants.json,0.31335455613986823,success,
question_163_variants.json,0.3183918551231795,success,
question_164_variants.json,0.31354369951284916,success,
question_165_variants.json,0.3473257933898433,success,
question_166_variants.json,0.3150397188696516,success,
question_167_variants.json,0.3160783705991836,success,
question_168_variants.json,0.3407043393047174,success,
question_169_variants.json,0.32940998755425477,success,
question_16_variants.json,0.38165709402412534,success,
question_170_variants.json,0.3132637268224667,success,
question_171_variants.json,0.2972235852003761,success,
question_172_variants.json,0.2838038282006408,success,
question_173_variants.json,0.3137136995848152,success,
question_174_variants.json,0.29754641596807085,success,
question_175_variants.json,0.28713697430617285,success,
question_176_variants.json,0.34089108144747177,success,
question_177_variants.json,0.35598338695433457,success,
question_178_variants.json,0.35687016136822874,success,
question_179_variants.json,,failed,[Errno 2] No such file or directory: '/ephemeral/shashmi/posix_new_improved/matching_subset_images/CXR3991_IM-2044-1001.png'
question_17_variants.json,0.29658548258391143,success,
question_180_variants.json,0.32192443453360525,success,
question_181_variants.json,0.27272370962210285,success,
question_182_variants.json,0.33272565614707733,success,
question_183_variants.json,0.25845098312325043,success,
question_184_variants.json,0.3253744873837374,success,
question_185_variants.json,0.35169245806426747,success,
question_186_variants.json,0.2995446364044688,success,
question_187_variants.json,0.337790481227386,success,
question_188_variants.json,0.34907479949322756,success,
question_189_variants.json,0.32676048205376423,success,
question_18_variants.json,0.2858484506510931,success,
question_190_variants.json,0.3865228364080859,success,
question_191_variants.json,0.3010300980359514,success,
question_192_variants.json,0.32959330204180826,success,
question_193_variants.json,0.25103529426300575,success,
question_194_variants.json,0.33039290047201486,success,
question_195_variants.json,0.2929061177820521,success,
question_196_variants.json,0.34200677089715986,success,
question_197_variants.json,0.3174919925264232,success,
question_198_variants.json,0.29872960675476296,success,
question_199_variants.json,0.31998472966046015,success,
question_19_variants.json,0.351072073927348,success,
question_1_variants.json,0.3161936108766517,success,
question_200_variants.json,0.2798526635729064,success,
question_201_variants.json,0.34678340073116637,success,
question_202_variants.json,0.3079558156268346,success,
question_203_variants.json,0.3404256369570611,success,
question_204_variants.json,0.3611863247293852,success,
question_205_variants.json,0.3144521814867343,success,
question_206_variants.json,0.2832486457654592,success,
question_207_variants.json,0.33728361605136065,success,
question_208_variants.json,0.2947584485480538,success,
question_209_variants.json,0.3234483307842884,success,
question_20_variants.json,0.31575050007405114,success,
question_210_variants.json,0.3181153008285643,success,
question_211_variants.json,0.244937309954594,success,
question_212_variants.json,0.2708259795659521,success,
question_213_variants.json,0.26778625926647703,success,
question_214_variants.json,0.36466008512550857,success,
question_215_variants.json,0.29775466456904526,success,
question_216_variants.json,0.28432946436404244,success,
question_217_variants.json,0.3318993286189306,success,
question_218_variants.json,0.3413639097926692,success,
