file_name,posix_score,status
question_100_variants.json,0.0,success
question_101_variants.json,0.022100376607092624,success
question_102_variants.json,0.0,success
question_103_variants.json,0.0,success
question_104_variants.json,0.0,success
question_105_variants.json,0.0,success
question_106_variants.json,0.0,success
question_107_variants.json,0.0112588526037952,success
question_108_variants.json,0.015661817839231,success
question_109_variants.json,0.0,success
question_10_variants.json,0.0,success
question_110_variants.json,0.010193978709222723,success
question_111_variants.json,0.04606910189321702,success
question_112_variants.json,0.033530173531947656,success
question_113_variants.json,0.0,success
question_114_variants.json,0.02882747670730054,success
question_115_variants.json,0.16154207040446877,success
question_116_variants.json,0.012369720785225706,success
question_117_variants.json,0.00997303598361305,success
question_118_variants.json,0.0352153667734471,success
question_119_variants.json,0.004821668139207895,success
question_11_variants.json,0.08721729423075524,success
question_120_variants.json,0.0030012101055141654,success
question_121_variants.json,0.0108797025990506,success
question_122_variants.json,0.016905401200979914,success
question_123_variants.json,0.011502614426324694,success
question_124_variants.json,0.0,success
question_125_variants.json,0.010078479818663033,success
question_126_variants.json,0.08741621891609042,success
question_127_variants.json,0.01441273428545985,success
question_128_variants.json,0.0,success
question_129_variants.json,0.022356494104459817,success
question_12_variants.json,0.014741976474252141,success
question_130_variants.json,0.0,success
question_131_variants.json,0.012695416725706642,success
question_132_variants.json,0.0,success
question_133_variants.json,0.15447883527078923,success
question_134_variants.json,0.008651079733128137,success
question_135_variants.json,0.006498319441197241,success
question_136_variants.json,0.04322605652174734,success
question_137_variants.json,0.0,success
question_138_variants.json,0.029759195673922892,success
question_139_variants.json,0.0,success
question_13_variants.json,0.0,success
question_140_variants.json,0.0,success
question_141_variants.json,0.09163827425189541,success
question_142_variants.json,0.16245873822987109,success
question_143_variants.json,0.00939281990360319,success
question_144_variants.json,0.0029122286070765325,success
question_145_variants.json,0.041592172254089,success
question_146_variants.json,0.0,success
question_147_variants.json,0.013001248967483746,success
question_148_variants.json,0.0,success
question_149_variants.json,0.014339483547455662,success
question_14_variants.json,0.011343764763190165,success
question_150_variants.json,0.0,success
question_151_variants.json,0.0,success
question_152_variants.json,0.007320941637214097,success
question_153_variants.json,0.005613077062207941,success
question_154_variants.json,0.0,success
question_155_variants.json,0.011873382132447863,success
question_156_variants.json,0.02048133644388003,success
question_157_variants.json,0.07710307255857887,success
question_158_variants.json,0.011989850732697703,success
question_159_variants.json,0.06979351084898672,success
question_15_variants.json,0.007806238205817976,success
question_160_variants.json,0.0,success
question_161_variants.json,0.0,success
question_162_variants.json,0.0,success
question_163_variants.json,0.008597512931552928,success
question_164_variants.json,0.04070856814812935,success
question_165_variants.json,0.0,success
question_166_variants.json,0.032795404277424875,success
question_167_variants.json,0.0032160195861135957,success
question_168_variants.json,0.031717466148864316,success
question_169_variants.json,0.013098522100243166,success
question_16_variants.json,0.0,success
question_170_variants.json,0.06599821546358799,success
question_171_variants.json,0.0,success
question_172_variants.json,0.0033454679150398793,success
question_173_variants.json,0.01822832177624892,success
question_174_variants.json,0.007356689327452772,success
question_175_variants.json,0.0,success
question_176_variants.json,0.0,success
question_177_variants.json,0.12233139850928064,success
question_178_variants.json,0.01285409890862556,success
question_179_variants.json,0.0396164106408169,success
question_17_variants.json,0.0,success
question_180_variants.json,0.012595767987090804,success
question_181_variants.json,0.02344572046043904,success
question_182_variants.json,0.0,success
question_183_variants.json,0.0,success
question_184_variants.json,0.12441038307680669,success
question_185_variants.json,0.06204746444999604,success
question_186_variants.json,0.0,success
question_187_variants.json,0.011544870822232791,success
question_188_variants.json,0.024350886572861146,success
question_189_variants.json,0.0,success
question_18_variants.json,0.0,success
question_190_variants.json,0.0,success
