file_name,posix_score,error
question_100_variants.json,0.48539413443712187,
question_101_variants.json,0.4145307748066586,
question_102_variants.json,0.4982851566302385,
question_103_variants.json,0.4715555902171791,
question_104_variants.json,0.1911089610272434,
question_105_variants.json,0.4373454198348214,
question_106_variants.json,0.6300844358752743,
question_107_variants.json,0.41571222825596504,
question_108_variants.json,0.5141823616088862,
question_109_variants.json,0.3834171145200886,
question_10_variants.json,0.5753070175438596,
question_110_variants.json,0.30456932311048074,
question_111_variants.json,0.40120675883615764,
question_112_variants.json,0.4830952380952381,
question_113_variants.json,0.39820406964850846,
question_114_variants.json,0.5739443343870528,
question_115_variants.json,0.37824432708967076,
question_116_variants.json,0.30636492947960015,
question_117_variants.json,0.3999679713543102,
question_118_variants.json,0.4845783522084684,
question_119_variants.json,0.3858737444302207,
question_11_variants.json,0.5319007582118371,
question_120_variants.json,0.39735487836945965,
question_121_variants.json,0.21915955221432074,
question_122_variants.json,0.5816977724262492,
question_123_variants.json,0.5117450204162897,
question_124_variants.json,0.28290418830025005,
question_125_variants.json,0.312664786872015,
question_126_variants.json,0.4481128597143262,
question_127_variants.json,0.40630938388212157,
question_128_variants.json,0.2688307428263456,
question_129_variants.json,0.4407399708915888,
question_12_variants.json,0.5031061984262146,
question_130_variants.json,0.18673241452759698,
question_131_variants.json,0.5175889599533068,
question_132_variants.json,0.4079301301162962,
question_133_variants.json,0.4876153172755694,
question_134_variants.json,0.34259222013255125,
question_135_variants.json,0.42058046481930156,
question_136_variants.json,0.36545483064520745,
question_137_variants.json,0.4320739167872631,
question_138_variants.json,0.43082722753095204,
question_139_variants.json,0.4573474524928268,
question_13_variants.json,0.32827089290794376,
question_140_variants.json,0.4269537429074381,
question_141_variants.json,0.4975696685635257,
question_142_variants.json,0.48674919174974435,
question_143_variants.json,0.42174458362739153,
question_144_variants.json,0.4210607726773471,
question_145_variants.json,0.44826037441436045,
question_146_variants.json,0.5212387362602485,
question_147_variants.json,0.43693510752104386,
question_148_variants.json,0.5873904502912296,
question_149_variants.json,0.4579744910519832,
question_14_variants.json,0.2994383483287354,
question_150_variants.json,0.38876743845801354,
question_151_variants.json,0.5388695191701143,
question_152_variants.json,0.2984133014842888,
question_153_variants.json,0.4918628162421471,
question_154_variants.json,0.45296276818778003,
question_155_variants.json,0.4322314417724035,
question_156_variants.json,0.5970302928285651,
question_157_variants.json,0.6139880952380953,
question_158_variants.json,0.5160180419971515,
question_159_variants.json,0.40605375833267165,
question_15_variants.json,0.3319918638344261,
question_160_variants.json,0.44220187552629825,
question_161_variants.json,0.501325180358596,
question_162_variants.json,0.44541114533568466,
question_163_variants.json,0.3282680246455012,
question_164_variants.json,0.3414090819054669,
question_165_variants.json,0.48039890512867434,
question_166_variants.json,0.5942791941951606,
question_167_variants.json,0.40652080916318295,
question_168_variants.json,0.3899245470361934,
question_169_variants.json,0.5549872800373017,
question_16_variants.json,0.44520982253328567,
question_170_variants.json,0.380125241462159,
question_171_variants.json,0.5643016317454613,
question_172_variants.json,0.4228860818650316,
question_173_variants.json,0.4565909689184056,
question_174_variants.json,0.5731713501430858,
question_175_variants.json,0.48014121049983804,
question_176_variants.json,0.3070689549389741,
question_177_variants.json,0.5992938801777007,
question_178_variants.json,0.3011575841741233,
question_179_variants.json,,[Errno 2] No such file or directory: '/ephemeral/shashmi/posix_new_improved/matching_subset_images/CXR3991_IM-2044-1001.png'
question_17_variants.json,0.5390122254279006,
question_180_variants.json,0.2884446584003916,
question_181_variants.json,0.4892074115896003,
question_182_variants.json,0.4322670262052378,
question_183_variants.json,0.4036145596328016,
question_184_variants.json,0.587646180595532,
question_185_variants.json,0.619196021837084,
question_186_variants.json,0.4608473798641043,
question_187_variants.json,0.22603470119267138,
question_188_variants.json,0.4087366353099175,
question_189_variants.json,0.4751102341356958,
question_18_variants.json,0.3097198719648584,
question_190_variants.json,0.5105620483355942,
question_191_variants.json,0.38967319544980317,
question_192_variants.json,0.306596034523813,
question_193_variants.json,0.30071538838058665,
question_194_variants.json,0.39955266648338206,
question_195_variants.json,0.2378687537454351,
question_196_variants.json,0.4085984124501863,
question_197_variants.json,0.4764973689759778,
question_198_variants.json,0.5370846256092159,
question_199_variants.json,0.48731904907231594,
question_19_variants.json,0.5951815645909514,
question_1_variants.json,0.4040033365529723,
question_200_variants.json,0.4236589992354774,
question_201_variants.json,0.37384503924127876,
question_202_variants.json,0.4469788413239354,
question_203_variants.json,0.4717035849926269,
question_204_variants.json,0.3377153565875012,
question_205_variants.json,0.40258610870133876,
question_206_variants.json,0.4079347441171623,
question_207_variants.json,0.26360683232324955,
question_208_variants.json,0.3830277419204909,
question_209_variants.json,0.35539523416502944,
question_20_variants.json,0.3645180136280892,
question_210_variants.json,0.5432984176019102,
question_211_variants.json,0.5537992048774507,
question_212_variants.json,0.44152381707580374,
question_213_variants.json,0.28831164044340574,
question_214_variants.json,0.5332081167969348,
question_215_variants.json,0.3769816223954018,
question_216_variants.json,0.520799629966185,
question_217_variants.json,0.5156708195633415,
question_218_variants.json,0.4311775680313281,
question_219_variants.json,0.48054699346938123,
question_21_variants.json,0.24737356989843046,
question_220_variants.json,0.4948884856574553,
question_221_variants.json,0.5143215300157687,
question_222_variants.json,0.43790063404543245,
question_223_variants.json,0.3176674614298473,
question_224_variants.json,0.47513674361540914,
question_225_variants.json,0.34615667755741825,
question_226_variants.json,0.3445177333957655,
question_227_variants.json,0.511450578491252,
question_228_variants.json,0.41820420048599594,
question_229_variants.json,0.40445682278334605,
question_22_variants.json,0.48859931207231105,
question_230_variants.json,0.4917796703586707,
question_231_variants.json,0.4903839743976313,
question_232_variants.json,0.4257181670031097,
question_233_variants.json,0.2836298607523165,
question_234_variants.json,0.44064257362439924,
question_235_variants.json,0.4254355253728714,
question_236_variants.json,0.6106313135494164,
question_237_variants.json,0.5332156497193776,
question_238_variants.json,0.3876943920441426,
question_239_variants.json,0.4158620126938297,
question_23_variants.json,0.1862461563895741,
question_240_variants.json,0.34440160613360565,
question_241_variants.json,0.3287419152223118,
question_242_variants.json,0.4485252447913194,
question_243_variants.json,0.5582846110657587,
