file_name,posix_score,status,error
question_100_variants.json,15.225344522326104,success,
question_101_variants.json,21.12060418283317,success,
question_102_variants.json,14.447445442597205,success,
question_103_variants.json,18.170483602331824,success,
question_104_variants.json,0.02416973980990323,success,
question_105_variants.json,35.190761522752084,success,
question_106_variants.json,37.153563604677636,success,
question_107_variants.json,8.43790532074556,success,
question_108_variants.json,3.26108451970019,success,
question_109_variants.json,6.759228533712299,success,
question_10_variants.json,0.47601200015389494,success,
question_110_variants.json,29.321725683912778,success,
question_111_variants.json,19.097373996141894,success,
question_112_variants.json,15.965182240872542,success,
question_113_variants.json,33.76463419089768,success,
question_114_variants.json,19.65008072496365,success,
question_115_variants.json,14.086243073047402,success,
question_116_variants.json,9.957824687622796,success,
question_117_variants.json,13.39372470482913,success,
question_118_variants.json,2.3537325627912735,success,
question_119_variants.json,13.02538838131603,success,
question_11_variants.json,24.842137396352523,success,
question_120_variants.json,20.593948559362794,success,
question_121_variants.json,13.20163763407817,success,
question_122_variants.json,9.48534917359907,success,
question_123_variants.json,21.541290774709665,success,
question_124_variants.json,15.467864103357634,success,
question_125_variants.json,20.641699782403165,success,
question_126_variants.json,19.730526402062672,success,
question_127_variants.json,25.783213817434067,success,
question_128_variants.json,18.25694628226396,success,
question_129_variants.json,0.09820668555639842,success,
question_12_variants.json,18.5936439625338,success,
question_130_variants.json,1.7555986715663556,success,
question_131_variants.json,4.865126952328468,success,
question_132_variants.json,27.889254927165567,success,
question_133_variants.json,36.870737024253074,success,
question_134_variants.json,6.152404835137135,success,
question_135_variants.json,9.319783604621886,success,
question_136_variants.json,14.484380443324227,success,
question_137_variants.json,18.95956321483543,success,
question_138_variants.json,32.38968896917502,success,
question_139_variants.json,8.154620259391699,success,
question_13_variants.json,18.760260812625482,success,
question_140_variants.json,20.54401218305934,success,
question_141_variants.json,34.15266773169706,success,
question_142_variants.json,1.9767952110505391,success,
question_143_variants.json,21.40821387949857,success,
question_144_variants.json,3.7336619553132477,success,
question_145_variants.json,33.694145340004354,success,
question_146_variants.json,19.417471302827824,success,
question_147_variants.json,40.09875122802938,success,
question_148_variants.json,25.784503286001566,success,
question_149_variants.json,15.936961243634984,success,
question_14_variants.json,16.169193970506857,success,
question_150_variants.json,18.627453425016096,success,
question_151_variants.json,23.46424086807692,success,
question_152_variants.json,10.200848885216624,success,
question_153_variants.json,13.983145270822593,success,
question_154_variants.json,18.352405619315608,success,
question_155_variants.json,12.85857931410183,success,
question_156_variants.json,38.21098178540948,success,
question_157_variants.json,17.772819075734645,success,
question_158_variants.json,13.98999949177829,success,
question_159_variants.json,15.993767311966785,success,
question_15_variants.json,9.46643080912899,success,
question_160_variants.json,37.38119434827238,success,
question_161_variants.json,14.629571252906484,success,
question_162_variants.json,26.094426475830506,success,
question_163_variants.json,17.976835411482572,success,
question_164_variants.json,0.8292530056817042,success,
question_165_variants.json,16.761345094044994,success,
question_166_variants.json,15.851209166156428,success,
question_167_variants.json,33.804134505885166,success,
question_168_variants.json,24.615193883081695,success,
question_169_variants.json,38.70749786245883,success,
question_16_variants.json,14.109846835365019,success,
question_170_variants.json,4.79624848778249,success,
question_171_variants.json,12.466047783414536,success,
question_172_variants.json,26.641204602495183,success,
question_173_variants.json,6.290992069618269,success,
question_174_variants.json,1.625112711707235,success,
question_175_variants.json,1.4464128028304484,success,
question_176_variants.json,7.489008781246019,success,
question_177_variants.json,0.08457808232193358,success,
question_178_variants.json,22.61290245747124,success,
question_179_variants.json,,failed,[Errno 2] No such file or directory: '/ephemeral/shashmi/posix_new_improved/matching_subset_images/CXR3991_IM-2044-1001.png'
question_17_variants.json,6.099417378860665,success,
question_180_variants.json,8.472799059694465,success,
question_181_variants.json,22.45506518506755,success,
question_182_variants.json,27.36304302706864,success,
question_183_variants.json,10.407866777150668,success,
question_184_variants.json,34.57809743628022,success,
question_185_variants.json,6.194867907642176,success,
question_186_variants.json,16.153089020952915,success,
question_187_variants.json,9.756462059458972,success,
question_188_variants.json,17.584089698591594,success,
question_189_variants.json,27.856720643301042,success,
question_18_variants.json,16.723902298448774,success,
question_190_variants.json,15.271022073879989,success,
question_191_variants.json,14.577257098039635,success,
question_192_variants.json,8.255941448534665,success,
question_193_variants.json,11.50338234998963,success,
question_194_variants.json,24.664042411586443,success,
question_195_variants.json,18.735420651536657,success,
question_196_variants.json,17.80742880464284,success,
question_197_variants.json,21.755685105525057,success,
question_198_variants.json,20.892785727738556,success,
question_199_variants.json,24.592160401655242,success,
question_19_variants.json,15.762708313931434,success,
question_1_variants.json,5.11747919838838,success,
question_200_variants.json,35.87393631148388,success,
question_201_variants.json,18.095105991616762,success,
question_202_variants.json,35.115196670620456,success,
question_203_variants.json,18.176905054991902,success,
question_204_variants.json,31.932525336835816,success,
question_205_variants.json,1.8746945971754052,success,
question_206_variants.json,9.387622678378404,success,
question_207_variants.json,9.241059479256963,success,
question_208_variants.json,24.57110590016534,success,
question_209_variants.json,40.48903826127812,success,
question_20_variants.json,22.774362489702728,success,
question_210_variants.json,16.276232582077004,success,
question_211_variants.json,32.71415202697778,success,
question_212_variants.json,15.766065840182106,success,
question_213_variants.json,24.29787957568237,success,
question_214_variants.json,14.62364176693652,success,
question_215_variants.json,24.130661283360663,success,
question_216_variants.json,9.823780533685637,success,
question_217_variants.json,26.9595542956121,success,
question_218_variants.json,36.39223218581687,success,
question_219_variants.json,24.232097516518248,success,
question_21_variants.json,1.273959666490478,success,
question_220_variants.json,16.2578334920857,success,
question_221_variants.json,19.373281323259512,success,
question_222_variants.json,27.824695035068697,success,
question_223_variants.json,12.14813400326354,success,
question_224_variants.json,21.4984453061229,success,
question_225_variants.json,37.34149484353242,success,
question_226_variants.json,12.923156889972331,success,
question_227_variants.json,16.821093804340855,success,
question_228_variants.json,36.120044976030975,success,
question_229_variants.json,36.6969455755882,success,
question_22_variants.json,26.688076734210505,success,
question_230_variants.json,14.970565924800354,success,
question_231_variants.json,15.347359032984933,success,
question_232_variants.json,23.05408878896038,success,
question_233_variants.json,10.95423291241438,success,
question_234_variants.json,28.562671079155084,success,
question_235_variants.json,5.638369085752603,success,
question_236_variants.json,28.16890831598749,success,
question_237_variants.json,38.473437051049565,success,
question_238_variants.json,16.49592649147943,success,
question_239_variants.json,13.08852258865124,success,
question_23_variants.json,17.885840085947827,success,
question_240_variants.json,2.1901813893869884,success,
question_241_variants.json,11.584658805042025,success,
question_242_variants.json,2.5331653348939462,success,
question_243_variants.json,21.293722699092104,success,
question_244_variants.json,9.73137552115694,success,
question_245_variants.json,1.9086876847004375,success,
question_246_variants.json,12.128357777176134,success,
question_247_variants.json,1.786179636401016,success,
question_248_variants.json,14.965081208972839,success,
question_249_variants.json,1.4501675645165661,success,
question_24_variants.json,25.300110910260607,success,
